icd9_code,icd10_code,rank,reason
20296,C969,1,"This code represents unspecified malignant neoplasms of lymphoid tissue, which aligns well with the 'unspecified' part of the ICD-9 description. While the ICD-9 specifies 'intrapelvic lymph nodes', C969 is the closest unspecified lymphoid neoplasm code."
20296,C96Z,2,"This code represents 'Other specified' malignant neoplasms of lymphoid tissue. The ICD-9 code specifies 'intrapelvic lymph nodes', which is a specific location. C96Z could potentially encompass this, but it's less specific than C969 for the 'unspecified' aspect of the ICD-9 description."
20298,C969,1,"This code represents unspecified malignant neoplasms of lymphoid tissue, which aligns well with the 'unspecified' part of the ICD-9 description. While the ICD-9 mentions 'lymph nodes of multiple sites', C969 is the closest unspecified lymphoid malignancy code."
20298,C96Z,2,"This code covers 'other specified' lymphoid malignancies. The ICD-9 code specifies 'multiple sites' which might imply specification, but the ICD-9 also includes 'unspecified' neoplasms, making C969 a better fit for the overall description."
20380,C888,1,"This code represents 'Other malignant immunoproliferative diseases', which is a direct semantic match for 'Other immunoproliferative neoplasms' in the ICD-9 code. Both describe a category of diseases involving abnormal proliferation of immune cells, specified as 'other' and malignant/neoplastic, and explicitly state 'without mention of having achieved remission'."
20380,C9020,2,"This code refers to 'Extramedullary plasmacytoma not having achieved remission'. While plasmacytoma is an immunoproliferative neoplasm, this code is highly specific to a particular type (plasmacytoma) and location (extramedullary). The ICD-9 code is broader ('Other immunoproliferative neoplasms')."
20380,C9030,3,"This code refers to 'Solitary plasmacytoma not having achieved remission'. Similar to C9020, this code is highly specific to a particular type (plasmacytoma) and presentation (solitary). The ICD-9 code is broader ('Other immunoproliferative neoplasms')."
20382,C888,1,"This code captures the general category of 'other malignant immunoproliferative diseases,' which aligns well with the ICD-9 description 'Other immunoproliferative neoplasms.' The ICD-9 code specifies 'in relapse,' which is not explicitly captured in C888, but C888 is the closest general category match among the candidates."
20382,C9022,2,"This code specifies 'Extramedullary plasmacytoma in relapse.' While 'plasmacytoma' is a type of immunoproliferative neoplasm, the ICD-9 code uses the broader term 'immunoproliferative neoplasms' and doesn't specify 'extramedullary plasmacytoma.' It's more specific than the ICD-9 code."
20382,C9032,3,"This code specifies 'Solitary plasmacytoma in relapse.' Similar to C9022, 'plasmacytoma' is a specific type of immunoproliferative neoplasm, but the ICD-9 code is broader. This code is even more specific than C9022, making it a less likely match for the general ICD-9 term."
20500,C9200,1,Direct semantic match for 'Acute myeloid leukemia' and 'not having achieved remission'. 'Myeloblastic' is a subtype of 'myeloid'.
20500,C9250,2,Semantic match for 'Acute myeloid leukemia' and 'not having achieved remission'. 'Myelomonocytic' is a subtype of 'myeloid'.
20500,C9240,3,Semantic match for 'Acute myeloid leukemia' and 'not having achieved remission'. 'Promyelocytic' is a subtype of 'myeloid'.
20501,C9201,1,"Directly corresponds to 'Acute myeloid leukemia' (AML), which is synonymous with 'Acute myeloblastic leukemia'. The 'in remission' status matches."
20501,C9251,2,"Acute myelomonocytic leukemia is a subtype of AML, making it semantically related, though less specific than C9201. The 'in remission' status matches."
20501,C9241,3,"Acute promyelocytic leukemia is a subtype of AML, making it semantically related, though less specific than C9201. The 'in remission' status matches."
20502,C9202,1,Acute myeloblastic leukemia is a specific subtype of acute myeloid leukemia. The term 'myeloblastic' is often used interchangeably with 'myeloid' in this context. 'In relapse' matches exactly.
20502,C9252,2,"Acute myelomonocytic leukemia is another specific subtype of acute myeloid leukemia. While not a direct synonym for 'myeloid', it falls under the broader category. 'In relapse' matches exactly."
20502,C9242,3,"Acute promyelocytic leukemia is a specific subtype of acute myeloid leukemia. While not a direct synonym for 'myeloid', it falls under the broader category. 'In relapse' matches exactly."
20780,C9480,1,"This code directly maps the 'Other specified leukemia' category from ICD-9 while retaining the 'without mention of having achieved remission' detail, making it the most semantically equivalent option."
20780,C9430,2,"This code specifies 'Mast cell leukemia', which is a type of leukemia, but it is much more specific than the ICD-9 code 'Other specified leukemia'. While it includes the remission status, it doesn't capture the breadth of the ICD-9 term."
20781,C9481,1,"This code directly maps the 'Other specified leukemia' category from ICD-9 to ICD-10, maintaining the 'in remission' status. It is the most semantically equivalent code."
20781,C9431,2,"This code specifies 'Mast cell leukemia', which is a type of leukemia, but it is much more specific than the ICD-9 code 'Other specified leukemia'. While both mention leukemia and remission, the specificity mismatch makes it a less ideal match."
20782,C9482,1,Direct semantic equivalent; 'Other specified leukemias' maps directly to 'Other specified leukemia'. The 'in relapse' modifier is also identical.
20782,C9432,2,"Incorrect leukemia type; 'Mast cell leukemia' is a specific type of leukemia, whereas the ICD-9 code specifies 'Other specified leukemia', implying it is not one of the more common or specifically named types."
20931,C4A30,1,"This code directly maps to 'Merkel cell carcinoma of unspecified part of face', which is the most general and closest match to the ICD-9 description 'Merkel cell carcinoma of the face' without specifying a more precise location within the face."
20931,C4A39,2,"This code represents 'Merkel cell carcinoma of other parts of face', implying specific locations within the face not covered by C4A30. While less general than C4A30, it still pertains to the face and is a plausible match if the ICD-9 code implied a specific, but unspecified, facial location."
20931,C4A0,3,"This code specifies 'Merkel cell carcinoma of lip'. The lip is part of the face, but this code is much more specific than the ICD-9 code, which does not mention the lip."
20931,C4A10,4,"This code specifies 'Merkel cell carcinoma of unspecified eyelid, including canthus'. The eyelid is part of the face, but this code is much more specific than the ICD-9 code, which does not mention the eyelid."
20931,C4A20,5,"This code specifies 'Merkel cell carcinoma of unspecified ear and external auricular canal'. While the ear is adjacent to the face, it is typically considered a distinct anatomical region in ICD-10 coding. This is the least semantically similar code to 'Merkel cell carcinoma of the face'."
20936,C4A9,1,"The ICD-9 code specifies 'Merkel cell carcinoma of other sites', which implies a known site other than those specifically listed. In ICD-10, 'unspecified' (C4A9) is the closest equivalent when the specific site is not listed or is considered 'other'. C4A8 'overlapping sites' is less appropriate as it describes a specific type of site involvement not directly implied by 'other sites'."
20936,C4A8,2,"While 'overlapping sites' is a specific location description, it's a potential interpretation of 'other sites' if the tumor involves multiple adjacent areas. However, 'unspecified' (C4A9) is generally a better fit for 'other sites' when the exact location isn't specified or falls outside the listed categories."
20979,C7B8,1,"This code directly maps the term 'secondary neuroendocrine tumors' from the ICD-9 description, differing only in the specificity of the site ('other sites' vs. unspecified). It is the most semantically equivalent option."
20979,C7B09,2,"This code specifies 'carcinoid tumors', which is a type of neuroendocrine tumor, but the ICD-9 code is broader ('neuroendocrine tumor'). While related, it is less specific than C7B8 and potentially too narrow compared to the original ICD-9 term."
2104,D1030,1,This code directly maps to the ICD-9 description 'Benign neoplasm of unspecified part of mouth'. The term 'unspecified' in the ICD-10 code is equivalent to the 'unspecified' in the ICD-9 code.
2104,D1039,2,"This code maps to 'Benign neoplasm of other parts of mouth', which is semantically similar to the ICD-9 description 'Benign neoplasm of other and unspecified parts of mouth'. However, the ICD-9 code includes 'unspecified' which is more specific than 'other parts' alone, making D1030 a better match."
2111,D131,1,Direct semantic match for 'Benign neoplasm of stomach'.
2111,K317,2,"Represents a type of benign neoplasm (polyp) but is more specific to location (stomach and duodenum) and morphology (polyp), making it less general than the ICD-9 code."
2112,D132,1,"The ICD-9 code specifies 'duodenum', which is explicitly covered by D132. This is the most specific and semantically equivalent match."
2112,D1330,2,"The ICD-9 code includes 'jejunum' and 'ileum', which are parts of the small intestine. D1330 covers the 'unspecified part of small intestine', which is a broader category but captures the possibility that the specific part (jejunum or ileum) is not specified in the ICD-9 code, although the ICD-9 code does specify them. It's less specific than D132 but more specific than D1339."
2112,D1339,3,"The ICD-9 code includes 'jejunum' and 'ileum', which are parts of the small intestine. D1339 covers 'other parts of small intestine', which is a broader category than D1330 and less specific than D132. While jejunum and ileum are parts of the small intestine, this code is less precise than D1330."
2113,D126,1,"The ICD-9 code 'Benign neoplasm of colon' directly corresponds to the ICD-10 code 'Benign neoplasm of colon, unspecified'. D126 is the most semantically equivalent code, representing the general category specified in the ICD-9 code."
2113,D120,2,"The cecum is part of the colon. D120 represents a specific part of the colon, which is a more specific location than the general 'colon' in the ICD-9 code, but still semantically related."
2113,K635,3,"A polyp is a type of benign neoplasm. While K635 specifies 'polyp', it is a specific type of neoplasm found in the colon, making it semantically related but less general than the ICD-9 code."
2113,D121,4,"The appendix is anatomically adjacent to the colon but is not part of the colon itself. D121 represents a benign neoplasm of the appendix, which is less semantically related to the colon than the cecum or a polyp."
2114,D129,1,"This code explicitly covers 'anus and anal canal', directly matching the latter part of the ICD-9 description. While it doesn't cover the rectum, the ICD-9 description includes both, and this is the most specific match for the anal canal portion."
2114,D128,2,"This code covers 'benign neoplasm of rectum', matching the first part of the ICD-9 description. It is less comprehensive than D129 as it doesn't cover the anal canal."
2114,D127,3,"This code covers the 'rectosigmoid junction', which is anatomically distinct from both the rectum and the anal canal mentioned in the ICD-9 description. It is the least semantically similar candidate."
2115,D134,1,"Directly matches 'Benign neoplasm of liver'. The ICD-9 code includes 'liver', and D134 specifically covers benign neoplasms of the liver."
2115,D135,2,"Matches 'Benign neoplasm of biliary passages'. The ICD-9 code includes 'biliary passages', and D135 specifically covers benign neoplasms of the extrahepatic bile ducts, which are part of the biliary passages. It's less specific than D134 because it only covers the extrahepatic portion."
2118,D200,1,"Captures 'Benign neoplasm' and 'retroperitoneum'. While it specifies 'soft tissue', this is often implied for neoplasms in these locations and is more specific than the ICD-9 code."
2118,D201,2,"Captures 'Benign neoplasm' and 'peritoneum'. While it specifies 'soft tissue', this is often implied for neoplasms in these locations and is more specific than the ICD-9 code."
2141,D1739,1,"This code captures the benign lipomatous neoplasm (lipoma) of skin and subcutaneous tissue, aligning with the ICD-9 description. The 'other sites' designation corresponds to the 'other skin and subcutaneous tissue' in the ICD-9 code, indicating a location that isn't the trunk, head, neck, or extremities."
2141,D1730,2,"This code represents a benign lipomatous neoplasm (lipoma) of skin and subcutaneous tissue at unspecified sites. While less specific than D1739, it is semantically closer to the ICD-9 code than D171, as the ICD-9 code specifies 'other' rather than a specific location like the trunk."
2141,D171,3,"This code specifies a benign lipomatous neoplasm (lipoma) of the trunk. The ICD-9 code 'other skin and subcutaneous tissue' does not specify the trunk, making this code less suitable than D1739 or D1730."
2143,D175,1,"This code directly maps the ICD-9 description 'Lipoma of intra-abdominal organs' to 'Benign lipomatous neoplasm of intra-abdominal organs', capturing the specific location (intra-abdominal organs) and the benign nature of the lipoma."
2143,D1771,2,"This code specifies a lipoma ('Benign lipomatous neoplasm') but is limited to the kidney, which is a specific intra-abdominal organ. While it is a possible location, it is less general than the ICD-9 code and D175, making it a less likely match unless the kidney is explicitly known to be the site."
2163,D2339,1,Matches 'other and unspecified parts of face' more closely than 'unspecified part of face'. 'Other parts of face' captures the 'other' aspect better than 'unspecified part'.
2163,D2330,2,Matches 'unspecified part of face' but misses the 'other' aspect. It is a plausible alternative if 'other' is interpreted as simply 'not specified'.
2168,D239,1,"This code directly maps the concept of 'benign neoplasm' of the 'skin' with unspecified site, closely mirroring the ICD-9 description."
2168,D229,2,"This code represents a benign skin lesion (nevi), but it is a specific type (melanocytic) which is not specified in the ICD-9 code. It is less specific than D239."
2252,D320,1,"Exact semantic match to the ICD-9 description, specifying 'cerebral meninges'."
2252,D329,2,"Semantically related, but less specific as it only specifies 'meninges' without the 'cerebral' qualifier."
2273,D352,1,Directly maps to the 'pituitary gland' part of the ICD-9 description. High semantic overlap.
2273,D353,2,Directly maps to the 'craniopharyngeal duct' part of the ICD-9 description. High semantic overlap.
2300,D0008,1,"The ICD-9 code '2300' explicitly includes 'pharynx'. D0008 directly maps to 'Carcinoma in situ of pharynx', making it the most semantically equivalent option."
2300,D0000,2,"The ICD-9 code '2300' includes 'lip, oral cavity, and pharynx'. D0000 covers 'Carcinoma in situ of oral cavity, unspecified site', which partially overlaps with the 'oral cavity' part of the ICD-9 description. It is less specific than D0008 but more general than the other oral cavity options."
2300,D0001,3,"The ICD-9 code '2300' includes 'lip'. D0001 specifically covers 'Carcinoma in situ of labial mucosa and vermilion border', which corresponds to the lip area. It is more specific than D0000 but only covers one part of the ICD-9 description."
2300,D0002,4,"D0002 covers 'Carcinoma in situ of buccal mucosa', which is part of the 'oral cavity' mentioned in the ICD-9 code, but it is a specific site not explicitly mentioned in the ICD-9 description."
2300,D0003,5,"D0003 covers 'Carcinoma in situ of gingiva and edentulous alveolar ridge', which is part of the 'oral cavity' mentioned in the ICD-9 code, but it is a specific site not explicitly mentioned in the ICD-9 description."
2300,D0004,6,"D0004 covers 'Carcinoma in situ of soft palate', which is part of the 'oral cavity' mentioned in the ICD-9 code, but it is a specific site not explicitly mentioned in the ICD-9 description."
2300,D0005,7,"D0005 covers 'Carcinoma in situ of hard palate', which is part of the 'oral cavity' mentioned in the ICD-9 code, but it is a specific site not explicitly mentioned in the ICD-9 description."
2300,D0006,8,"D0006 covers 'Carcinoma in situ of floor of mouth', which is part of the 'oral cavity' mentioned in the ICD-9 code, but it is a specific site not explicitly mentioned in the ICD-9 description."
2300,D0007,9,"D0007 covers 'Carcinoma in situ of tongue', which is part of the 'oral cavity' mentioned in the ICD-9 code, but it is a specific site not explicitly mentioned in the ICD-9 description."
2304,D012,1,Exact semantic match: 'Carcinoma in situ of rectum' directly corresponds to the ICD-9 description.
2304,D011,2,"Close semantic match: 'Carcinoma in situ of rectosigmoid junction' is anatomically related to the rectum, but the ICD-9 code specifies the rectum itself, not the junction."
2307,D0140,1,Directly corresponds to 'unspecified parts of intestine' in the ICD-9 description.
2307,D0149,2,Corresponds to 'other parts of intestine' in the ICD-9 description.
2309,D019,1,"This code directly maps to the 'unspecified' part of the ICD-9 description. 'Digestive organ, unspecified' is the closest match to 'other and unspecified digestive organs'."
2309,D017,2,"This code captures 'Carcinoma in situ of digestive organs' but requires specification of the organ, which contradicts the 'unspecified' aspect of the ICD-9 code. It is less specific than D019."
2323,D0430,1,Matches 'unspecified parts of face' from the ICD-9 description.
2323,D0439,2,Matches 'other parts of face' from the ICD-9 description.
2339,D0910,1,"Directly maps to 'unspecified urinary organs', which is a component of the ICD-9 description."
2339,D0919,2,"Maps to 'other urinary organs', which is another component of the ICD-9 description. 'Unspecified' is generally preferred over 'other' when applicable."
2350,D37039,1,"This code directly corresponds to the ICD-9 description 'Neoplasm of uncertain behavior of major salivary glands' by specifying 'major salivary glands, unspecified'. It captures the uncertain behavior and the general location."
2350,D37030,2,"This code specifies the parotid gland, which is a major salivary gland. While more specific than the ICD-9 code, it is a possible match if the parotid gland was the specific site, but the ICD-9 code is more general."
2350,D37032,3,"This code specifies the submandibular gland, which is a major salivary gland. Similar to D37030, it is more specific than the ICD-9 code and represents a possible match, but less general."
2350,D37031,4,"This code specifies the sublingual gland, which is a major salivary gland. Like D37030 and D37032, it is more specific than the ICD-9 code and represents a possible match, but less general."
2351,D3701,1,"This code specifically maps to 'Neoplasm of uncertain behavior of lip', which is a component of the ICD-9 description 'Neoplasm of uncertain behavior of lip, oral cavity, and pharynx'."
2351,D3705,2,"This code maps to 'Neoplasm of uncertain behavior of pharynx', which is also a component of the ICD-9 description."
2351,D3702,3,"This code maps to 'Neoplasm of uncertain behavior of tongue'. While the tongue is part of the oral cavity, which is mentioned in the ICD-9 description, this code is less specific to the overall ICD-9 term than D3701 and D3705."
2351,D3704,4,"This code maps to 'Neoplasm of uncertain behavior of the minor salivary glands'. While minor salivary glands can be located in the oral cavity and pharynx, this code is significantly less specific to the overall ICD-9 description than the others, focusing on a specific tissue type rather than the primary anatomical locations mentioned."
2352,D371,1,Matches 'stomach' component of the ICD-9 description. Represents neoplasm of uncertain behavior.
2352,D372,2,Matches 'intestines' component of the ICD-9 description (specifically small intestine). Represents neoplasm of uncertain behavior.
2352,D374,3,Matches 'intestines' component of the ICD-9 description (specifically colon). Represents neoplasm of uncertain behavior.
2352,D375,4,Matches 'rectum' component of the ICD-9 description. Represents neoplasm of uncertain behavior.
2354,D483,1,Covers the retroperitoneum portion of the ICD-9 description. 'Neoplasm of uncertain behavior' is directly equivalent.
2354,D484,2,Covers the peritoneum portion of the ICD-9 description. 'Neoplasm of uncertain behavior' is directly equivalent.
2355,D379,1,Matches the 'unspecified' aspect of the ICD-9 code directly. 'Unspecified digestive organ' is the closest semantic equivalent to 'other and unspecified digestive organs'.
2355,D378,2,"Matches the 'uncertain behavior' and 'digestive organs' aspect, but specifies 'other specified' digestive organs, which contradicts the 'unspecified' part of the ICD-9 code."
2358,D382,1,"This code directly maps to 'Neoplasm of uncertain behavior of pleura', which is the first part of the ICD-9 description."
2358,D383,2,"This code directly maps to 'Neoplasm of uncertain behavior of mediastinum', which is the second part of the ICD-9 description."
2358,D384,3,"This code directly maps to 'Neoplasm of uncertain behavior of thymus', which is the third part of the ICD-9 description."
2359,D385,1,This code directly matches the ICD-9 description 'Neoplasm of uncertain behavior of other and unspecified respiratory organs' by specifying 'other respiratory organs'. It captures the 'uncertain behavior' and 'respiratory organs' aspects accurately.
2359,D386,2,"This code matches the 'Neoplasm of uncertain behavior' and 'respiratory organ' aspects, but it is less specific than D385 because it uses 'unspecified' instead of 'other'. The ICD-9 code includes 'other and unspecified', making D385 a better fit for the 'other' part, but D386 captures the 'unspecified' part."
2363,D399,1,"This code directly corresponds to the 'unspecified' aspect of the ICD-9 description, representing a neoplasm of uncertain behavior in female genital organs without specifying the exact location."
2363,D398,2,"This code represents neoplasms of uncertain behavior in 'other specified' female genital organs. While the ICD-9 code includes 'other and unspecified', D398 requires a specified location, making it less accurate than D399 for the 'unspecified' part, but potentially relevant if the 'other' part implies a specified but non-standard location."
2366,D409,1,This code directly maps the 'unspecified' nature of the male genital organ neoplasm from the ICD-9 code. It represents the closest semantic equivalent when the specific organ is not known.
2366,D408,2,"This code covers neoplasms of uncertain behavior in 'other specified' male genital organs. While the ICD-9 code includes 'unspecified', this code is the next best option if a specific organ *other* than the primary ones (testis, penis, prostate, etc.) is implied but not explicitly stated, though 'unspecified' is a better fit."
23691,D4100,1,"The ICD-9 code specifies 'kidney and ureter'. D4100 covers 'kidney', which is part of the ICD-9 description. D4120 covers 'ureter', which is also part of the ICD-9 description. D4100 is ranked higher as 'kidney' appears first in the ICD-9 description."
23691,D4120,2,"The ICD-9 code specifies 'kidney and ureter'. D4120 covers 'ureter', which is part of the ICD-9 description."
2370,D443,1,"Directly maps to 'Neoplasm of uncertain behavior of pituitary gland', which is the first part of the ICD-9 description. Captures the primary location mentioned."
2370,D444,2,"Directly maps to 'Neoplasm of uncertain behavior of craniopharyngeal duct', which is the second part of the ICD-9 description. Captures the secondary location mentioned."
2373,D447,1,This code specifically covers 'other paraganglia' which directly maps to the general term 'paraganglia' in the ICD-9 description. It is more specific than D446.
2373,D446,2,"This code covers a specific type of paraganglia (carotid body). While related, it is less general than the ICD-9 code which refers to 'paraganglia' without specifying the carotid body."
2374,D449,1,Matches the 'uncertain behavior' and 'unspecified endocrine gland' components of the ICD-9 description. It is the most direct semantic equivalent when the specific gland is not specified.
2374,D440,2,"Matches the 'uncertain behavior' and 'endocrine gland' components, but specifies the thyroid gland, which is not specified in the ICD-9 code. It is less general than D449."
2374,D442,3,"Matches the 'uncertain behavior' and 'endocrine gland' components, but specifies the parathyroid gland, which is not specified in the ICD-9 code. It is less general than D449."
2375,D432,1,"Directly maps 'Neoplasm of uncertain behavior of brain' from the ICD-9 description. It captures the neoplasm type, behavior, and body site (brain) with high specificity."
2375,D434,2,"Maps 'Neoplasm of uncertain behavior of spinal cord' from the ICD-9 description. It captures the neoplasm type, behavior, and body site (spinal cord) with high specificity. The ICD-9 code includes both brain and spinal cord, but this code only covers the spinal cord."
2376,D420,1,"The ICD-9 code specifies 'meninges', and the ICD-10 code specifies 'cerebral meninges'. Cerebral meninges are a subset of meninges. This is a specific location match."
2376,D421,2,"The ICD-9 code specifies 'meninges', and the ICD-10 code specifies 'spinal meninges'. Spinal meninges are a subset of meninges. This is a specific location match."
2376,D429,3,"The ICD-9 code specifies 'meninges', and the ICD-10 code specifies 'meninges, unspecified'. This is a direct semantic match, although less specific than D420 or D421."
2379,D439,1,"This code represents 'Neoplasm of uncertain behavior of central nervous system, unspecified', which is the closest semantic match to the ICD-9 description 'Neoplasm of uncertain behavior of other and unspecified parts of nervous system'. The ICD-9 code uses 'other and unspecified parts', and D439 uses 'unspecified' for the central nervous system, capturing the uncertainty and lack of specific site within the nervous system."
2379,D438,2,"This code represents 'Neoplasm of uncertain behavior of other specified parts of central nervous system'. While it includes 'other parts', it requires specification, which contradicts the 'unspecified' nature of the ICD-9 code. It is less suitable than D439 but better than D433 as it addresses 'other parts'."
2379,D433,3,"This code represents 'Neoplasm of uncertain behavior of cranial nerves'. Cranial nerves are a specific part of the nervous system, whereas the ICD-9 code refers to 'other and unspecified parts', making this code too specific and not a good semantic match."
2385,D4709,1,"This code directly maps the 'uncertain behavior' aspect of the ICD-9 description to 'uncertain behavior' in ICD-10, specifically for mast cell neoplasms."
2385,D4702,2,"This code represents systemic mastocytosis, a specific type of mast cell neoplasm. While the ICD-9 code is broader ('uncertain behavior'), this is a plausible specific diagnosis that might be considered if the behavior is later determined or suspected to be systemic."
2385,D4701,3,"This code represents cutaneous mastocytosis, a specific type of mast cell neoplasm limited to the skin. It is less likely to be the best match than D4709 (uncertain behavior) or D4702 (systemic) without further information, but it is still a relevant mast cell neoplasm."
23872,D46A,1,"ICD-9 '23872' describes 'Low grade myelodysplastic syndrome lesions'. D46A 'Refractory cytopenia with multilineage dysplasia' is the closest semantic match as myelodysplastic syndromes (MDS) often involve cytopenias and dysplasia. 'Low grade' implies a less aggressive form, which aligns well with the general concept of refractory cytopenia with dysplasia, although MDS has specific subtypes. D46A is a broader category within MDS that captures the essence of dysplasia."
23872,D46B,2,"Similar to D46A, D46B 'Refractory cytopenia with multilineage dysplasia and ring sideroblasts' is within the MDS category. The addition of 'ring sideroblasts' makes it slightly less general than D46A, but still captures the core concept of dysplasia. The ICD-9 code doesn't specify ring sideroblasts, but D46B is a plausible subtype."
23872,D4620,3,"D4620 'Refractory anemia with excess of blasts, unspecified' represents a specific subtype of MDS characterized by increased blasts. While the ICD-9 code mentions 'lesions', it doesn't explicitly state the blast count. This code is less general than D46A/D46B but more specific than D460/D461."
23872,D4621,4,D4621 'Refractory anemia with excess of blasts 1' is even more specific than D4620 regarding the blast count. It's a subtype of MDS but requires specific blast percentage information not present in the ICD-9 code.
23872,D460,5,"D460 'Refractory anemia without ring sideroblasts, so stated' describes a specific type of MDS (refractory anemia). The ICD-9 code is more general ('lesions') and doesn't specify 'anemia' or the absence of ring sideroblasts."
23872,D461,6,D461 'Refractory anemia with ring sideroblasts' is another specific MDS subtype. The ICD-9 code doesn't specify 'anemia' or the presence of ring sideroblasts.
23879,D479,1,"This code represents 'Neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified'. The ICD-9 code '23879' translates to 'Other lymphatic and hematopoietic tissues', which aligns semantically with 'lymphoid, hematopoietic and related tissue' in D479, especially considering the 'unspecified' nature and 'other' in the ICD-9 code."
23879,D47Z9,2,"This code represents 'Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue'. While more specific than D479, it still covers 'lymphoid, hematopoietic and related tissue' similar to the ICD-9 code '23879'. The 'other specified' aspect could encompass various conditions falling under 'other lymphatic and hematopoietic tissues'."
23879,D471,3,"This code represents 'Chronic myeloproliferative disease'. While 'myeloproliferative' relates to hematopoietic tissue, the ICD-9 code '23879' is broader ('Other lymphatic and hematopoietic tissues') and doesn't specify a chronic condition or a myeloproliferative nature."
23879,D47Z2,4,"This code represents 'Castleman disease'. Castleman disease is a specific type of lymphoproliferative disorder, which falls under lymphatic tissue. However, the ICD-9 code '23879' is very general ('Other lymphatic and hematopoietic tissues'), making this specific code a less likely match."
23879,C9440,5,This code represents 'Acute panmyelosis with myelofibrosis not having achieved remission'. This is a very specific type of acute leukemia involving hematopoietic tissue. The ICD-9 code '23879' is too general to map directly to this specific condition.
23879,C9441,6,"This code represents 'Acute panmyelosis with myelofibrosis, in remission'. Similar to C9440, this is a highly specific condition related to hematopoietic tissue, which doesn't align well with the broad 'Other lymphatic and hematopoietic tissues' in the ICD-9 code."
23879,C9442,7,"This code represents 'Acute panmyelosis with myelofibrosis, in relapse'. Like C9440 and C9441, this is a specific condition related to hematopoietic tissue, making it a poor semantic match for the general ICD-9 code '23879'."
2395,D4959,1,"This code directly matches the 'other genitourinary organs' specified in the ICD-9 description, maintaining the 'unspecified nature' and 'unspecified behavior' concepts."
2395,D49519,2,"This code represents an unspecified neoplasm of an unspecified kidney, which is a subset of 'other genitourinary organs'. While less specific than D4959, it captures the 'unspecified nature' and 'unspecified behavior' from the ICD-9 code."
2395,D49511,3,"This code specifies the neoplasm is in the right kidney, which is a specific type of genitourinary organ. It is less general than the ICD-9 code, which specifies 'other' organs, but still related."
2395,D49512,4,"This code specifies the neoplasm is in the left kidney, similar to D49511. It is less general than the ICD-9 code, which specifies 'other' organs, but still related."
2409,E049,1,"E049 directly maps to 'nontoxic goiter, unspecified', which is the most general and semantically equivalent term for 'Goiter, unspecified' in ICD-10, encompassing cases where the cause isn't specified or is non-toxic."
2409,E012,2,"E012 specifies 'Iodine-deficiency related (endemic) goiter, unspecified'. While this is a type of goiter, the ICD-9 code '2409' is 'unspecified', meaning the cause is not known or specified. E012 is more specific than the source code, making it a less direct match."
24280,E0580,1,"This code directly maps the 'other specified origin' aspect of the ICD-9 code, maintaining the exclusion of thyrotoxic crisis or storm. It is the most semantically equivalent option."
24280,E0540,2,"This code specifies 'factitia' as the origin, which is a specific type of 'other specified origin' but not the general case described in the ICD-9 code. It is less general than E0580."
24281,E0581,1,"This code represents 'Other thyrotoxicosis with thyrotoxic crisis or storm', which directly maps to the ICD-9 description 'Thyrotoxicosis of other specified origin with mention of thyrotoxic crisis or storm'. The 'other specified origin' in ICD-9 is captured by the 'Other' category in ICD-10."
24281,E0541,2,"This code represents 'Thyrotoxicosis factitia with thyrotoxic crisis or storm'. While it includes the 'thyrotoxic crisis or storm' component, 'factitia' specifies a particular origin (induced by external substances) which is not explicitly mentioned in the ICD-9 description. The ICD-9 code allows for 'other specified origin', making E0581 a better general match."
2448,E038,1,"This code directly maps to the concept of 'Other specified hypothyroidism', which is the exact description of the ICD-9 code 2448. It represents the most specific and semantically equivalent match."
2448,E018,2,"This code relates to thyroid disorders, specifically iodine deficiency. While hypothyroidism can be caused by iodine deficiency, the ICD-9 code 'Other specified acquired hypothyroidism' is broader and does not specify the cause as iodine deficiency. Therefore, it is less specific and a less direct match than E038."
2468,E0789,1,This code is a direct translation of the ICD-9 description 'Other specified disorders of thyroid'. It captures the same general category and lack of specificity.
2468,E034,2,"This code specifies 'Atrophy of thyroid (acquired)', which is a specific type of thyroid disorder. While it falls under the umbrella of thyroid disorders, it is much more specific than the ICD-9 code 'Other specified disorders of thyroid', making it a less direct match."
24900,E089,1,"This code captures 'diabetes mellitus without complications', which aligns with the ICD-9 description. The 'secondary' aspect of the ICD-9 code is implicitly covered by 'due to underlying condition' in E089, as secondary diabetes is caused by another condition. The ICD-9 code also specifies 'not stated as uncontrolled', which is consistent with 'without complications'."
24900,E139,2,"This code represents 'Other specified diabetes mellitus without complications'. While less specific than E089, it still aligns with the 'diabetes mellitus without complications' part of the ICD-9 description. It's a broader category."
24900,E099,3,"This code is for 'Drug or chemical induced diabetes mellitus without complications'. The ICD-9 code does not specify a drug or chemical cause, making this a less likely match than E089 or E139, although it still fits the 'without complications' criteria."
24901,E0865,1,"This code represents diabetes mellitus due to an underlying condition with hyperglycemia. While the ICD-9 code doesn't specify the cause, 'secondary diabetes mellitus' implies an underlying condition. The 'uncontrolled' aspect in ICD-9 maps well to 'hyperglycemia' in ICD-10."
