icd9_code,icd10_code,rank,reason
34432,G8314,1,"Direct match for monoplegia of lower limb affecting nondominant side, specifying left side."
34432,G8313,2,"Related to monoplegia of lower limb affecting nondominant side, but specifies right side, which is less relevant."
34441,G8321,1,"Directly corresponds to the monoplegia of the upper limb affecting the dominant side, specifying right side."
34441,G8322,2,"Also corresponds to monoplegia of the upper limb affecting the dominant side, but specifies left side, which is less relevant."
34442,G8324,1,Directly matches the description of monoplegia of the upper limb affecting the left nondominant side.
34442,G8323,2,"Refers to monoplegia of the upper limb but affects the right nondominant side, which is not applicable."
34489,G8389,1,"This code directly corresponds to 'Other specified paralytic syndromes', making it the most specific match."
34489,G8381,2,"Brown-Sequard syndrome is a specific type of paralysis, but it does not encompass all other specified paralytic syndromes."
34489,G8384,3,"Todd's paralysis is a specific type of paralysis related to post-epileptic events, which does not match the broader category of 'Other specified paralytic syndrome'."
34500,G40A09,1,"This code describes absence epileptic syndrome, which is a type of generalized nonconvulsive epilepsy, and specifies it is not intractable, aligning closely with the ICD-9 description."
34500,G40A01,2,"While this code refers to absence epileptic syndrome, it includes status epilepticus, which is not mentioned in the ICD-9 description, making it a less accurate match."
34501,G40A19,1,"Absence epileptic syndrome, intractable, without status epilepticus is the most similar to generalized nonconvulsive epilepsy as it indicates a nonconvulsive type of epilepsy that is intractable."
34501,G40A11,2,"Absence epileptic syndrome, intractable, with status epilepticus is less relevant because it specifies status epilepticus, which is not indicated in the ICD-9 description."
34510,G40309,1,"This code directly corresponds to generalized idiopathic epilepsy, which matches the generalized nature of the condition described in the ICD-9 code."
34510,G40409,2,"This code represents other generalized epilepsy and is not intractable or having status epilepticus, making it a good match, though not as specific as G40309."
34510,G40401,3,"While this code represents other generalized epilepsy, it specifies the presence of status epilepticus, which is not mentioned in the ICD-9 description, making it less suitable."
34511,G40311,1,"Directly correlates to generalized idiopathic epilepsy, intractable, which is a specific type of generalized convulsive epilepsy."
34511,G40411,2,"Refers to other generalized epilepsy, intractable, which includes generalized convulsive epilepsy but specifies status epilepticus."
34511,G40419,3,"Also refers to other generalized epilepsy, intractable, but without the status epilepticus specification, making it less directly related."
3452,G40A09,1,Directly corresponds to 'petit mal status' as it describes absence epileptic syndrome without status epilepticus.
3452,G40A01,2,"Related to 'petit mal status' but indicates status epilepticus, which is not applicable here."
3452,G40A19,3,"Related to 'petit mal status' but describes intractable absence epileptic syndrome without status epilepticus, which makes it less specific."
3452,G40A11,4,"Related to 'petit mal status' but describes intractable absence epileptic syndrome with status epilepticus, which is not applicable here."
34540,G40209,1,"This code closely matches the ICD-9 description, specifying localization-related (focal) epilepsy with complex partial seizures and indicating it is not intractable, with the absence of status epilepticus which aligns with the 'without mention' in the ICD-9."
34540,G40201,2,"While this code also describes localization-related (focal) epilepsy with complex partial seizures and is not intractable, it includes status epilepticus, which is not mentioned in the ICD-9 description, making it a less accurate match."
34541,G40219,1,"This code matches the description of localization-related epilepsy with complex partial seizures and intractable epilepsy, without the additional detail of status epilepticus."
34541,G40211,2,"This code also matches the description but includes the additional detail of status epilepticus, which is not specified in the ICD-9 code."
34550,G40109,1,Exact match in terminology and specificity; describes the same condition without status epilepticus.
34550,G40101,2,"Similar condition but includes status epilepticus, which is not mentioned in the ICD-9 description; therefore, less specific."
34551,G40119,1,"This code accurately captures localization-related (focal) epilepsy with simple partial seizures, intractable, without the additional condition of status epilepticus, aligning closely with the ICD-9 description."
34551,G40111,2,"This code describes a similar condition but includes status epilepticus, which is not mentioned in the ICD-9 description. Therefore, it is less specific than G40119."
34561,G40824,1,"This code describes intractable epileptic spasms without the complication of status epilepticus, closely aligning with the diagnosis of infantile spasms with intractable epilepsy."
34561,G40823,2,"While this code also refers to intractable epileptic spasms, it includes status epilepticus, which is not specified in the ICD-9 description."
34570,G40109,1,Directly corresponds to partial seizures without intractability or status epilepticus.
34570,G40101,2,"Related to partial seizures but specifies status epilepticus, which is not mentioned in the ICD-9 description."
34571,G40111,1,"This code specifies intractable epilepsy with simple partial seizures and includes the aspect of status epilepticus, aligning closely with the intractable nature of the original diagnosis."
34571,G40119,2,"This code also addresses intractable epilepsy with simple partial seizures but does not include status epilepticus. While it is still relevant, it is less specific than G40111."
34580,G40802,1,This code captures 'Other epilepsy' which directly corresponds to 'Other forms of epilepsy' in the ICD-9 description.
34580,G40109,2,"This code refers to 'Localization-related symptomatic epilepsy with simple partial seizures', which is a specific type of epilepsy and aligns with the general category of 'other forms of epilepsy'."
34580,G40101,3,"This code also refers to a specific form of epilepsy (focal symptomatic epilepsy) but includes status epilepticus, which is not mentioned in the ICD-9 description."
34580,G40509,4,"This code refers to 'Epileptic seizures related to external causes, not intractable, without status epilepticus', which while related to seizures, does not directly match the 'other forms of epilepsy' description."
34580,G40501,5,"Similar to G40509, this code relates to seizures due to external causes but includes status epilepticus, which is not relevant to the ICD-9 description."
34581,G40804,1,Directly matches 'other forms of epilepsy' and specifies intractable.
34581,G40111,2,Matches 'intractable epilepsy' and specifies a form of localization-related epilepsy with additional detail.
34581,G40119,3,"Matches 'intractable epilepsy' but specifies without status epilepticus, which is less specific to the ICD-9 description."
34590,G40909,1,"This code directly corresponds to 'Epilepsy, unspecified, not intractable, without status epilepticus', matching the ICD-9 description closely in terms of specificity and context."
34590,G40901,2,"While this code refers to 'Epilepsy, unspecified, not intractable, with status epilepticus', it includes a condition (status epilepticus) that is not mentioned in the ICD-9 description, making it a less suitable match."
34591,G40919,1,"This code describes unspecified intractable epilepsy without status epilepticus, closely matching the ICD-9 description."
34591,G40911,2,"This code describes unspecified intractable epilepsy with status epilepticus, which is a specific condition that is not mentioned in the ICD-9 description."
34620,G43809,1,Directly correlates with 'variants of migraine' and specifies 'not intractable' without status migrainosus.
34620,G43C0,2,"Relates to headache syndromes which can be seen as variants of migraine, though broader than the original description."
34620,G43B0,3,"Specifically refers to a type of migraine (ophthalmoplegic), which is a variant but more specific in nature."
34620,G43D0,4,"Refers to abdominal migraine, a specific variant but may not align perfectly with the general category of migraine variants."
34620,G43A0,5,Cyclical vomiting is not directly related to migraine variants; it pertains to a different condition.
34621,G43819,1,"Directly corresponds to intractable migraine, similar to the ICD-9 description."
34621,G43B1,2,"Ophthalmoplegic migraine is a variant of migraine, albeit more specific than the general variant mentioned."
34621,G43C1,3,"Periodic headache syndromes can be considered a variant of migraine; however, it's broader and less specific."
34621,G43D1,4,"Abdominal migraine is a recognized variant of migraine, but it is specifically focused on abdominal symptoms."
34621,G43A1,5,Cyclical vomiting is related to migraines but does not directly correspond to the migraine variant described.
34839,G9349,1,exact match in meaning as it describes 'Other encephalopathy'.
34839,I6783,2,"specific type of encephalopathy, but not a direct match as it refers to a syndrome."
3492,G9619,1,"Directly corresponds to 'Other disorders of meninges, not elsewhere classified', matching the specificity and classification of the ICD-9 code."
3492,G9612,2,"Describes a specific type of meningeal disorder (adhesions), which does not directly match the general classification of the ICD-9 code."
34989,G968,1,"This code specifically addresses disorders of the central nervous system, which aligns with the category of 'other specified disorders' in the nervous system."
34989,G988,2,"While this code covers 'other disorders of nervous system', it is less specific than G968, making it a less optimal match."
3518,G518,1,"This code directly corresponds to 'Other disorders of facial nerve,' which matches the general category of the ICD-9 description."
3518,G514,2,"Facial myokymia is a specific disorder of the facial nerve, making it relevant but not as broad as 'Other disorders of facial nerve.'"
3518,G512,3,Melkersson's syndrome is a specific condition that may involve facial nerve issues but is not a general descriptor like 'Other facial nerve disorders.'
3536,G546,1,"This code specifies 'Phantom limb syndrome with pain', which directly relates to the ICD-9 description of 'Phantom limb (syndrome)' by adding specificity regarding the presence of pain."
3536,G547,2,"This code specifies 'Phantom limb syndrome without pain', which also relates to the ICD-9 description but lacks the specificity regarding pain, making it less preferable than G546."
3572,E0842,1,Directly indicates diabetic polyneuropathy as a complication of diabetes due to an underlying condition.
3572,E0942,2,"Includes diabetic polyneuropathy as a complication of drug or chemical induced diabetes, closely related to the original condition."
3572,E1042,3,"Specifies Type 1 diabetes with diabetic polyneuropathy, directly related to the original diagnosis."
3572,E1142,4,"Specifies Type 2 diabetes with diabetic polyneuropathy, also directly related to the original diagnosis."
3572,E1342,5,"Specifies other types of diabetes with diabetic polyneuropathy, still related to the original condition but less specific."
35789,G6189,1,"This code refers to other inflammatory polyneuropathies, which aligns closely with the description of inflammatory neuropathy in the ICD-9 code."
35789,G6182,2,"This code specifies multifocal motor neuropathy, which is a subtype and does not encompass all inflammatory neuropathies, making it less suitable."
3588,G7089,1,exact match in description and category as 'Other specified myoneural disorders'
3588,G702,2,"related condition (myasthenia) but is more specific and limited to congenital and developmental cases, not a direct match"
36119,H33199,1,Directly matches the description of 'Other retinoschisis and retinal cysts' and maintains specificity.
36119,H33119,2,Related to cysts in the eye but is less specific as it only refers to cysts of the ora serrata.
36202,E113593,1,Bilateral involvement is the most comprehensive and specific match to 'proliferative diabetic retinopathy'.
36202,E113591,2,"Specific to the right eye, this code is a good match as it retains the condition's specificity."
36202,E113592,3,"Specific to the left eye, this code is also a good match as it retains the condition's specificity."
36202,E113599,4,"While it indicates 'unspecified eye', it still relates directly to proliferative diabetic retinopathy but lacks the specificity of laterality."
36203,E113299,1,"This code represents nonproliferative diabetic retinopathy without specifying laterality, making it the best match for the nonspecific nature of 'NOS'."
36203,E113293,2,"This code indicates bilateral nonproliferative diabetic retinopathy, which is a specific case that could fall under 'NOS', but is more specific than unspecified."
36203,E113291,3,"This code specifies mild nonproliferative diabetic retinopathy in the right eye, which is a more specific match but does not encompass the 'NOS' nature."
36203,E113292,4,"This code specifies mild nonproliferative diabetic retinopathy in the left eye, similar to E113291, and is also more specific than 'NOS'."
36204,E113293,1,bilateral condition matches the description of mild nonproliferative diabetic retinopathy without specifying a single eye
36204,E113291,2,"specifies mild nonproliferative diabetic retinopathy in the right eye, directly relates to the condition"
36204,E113292,3,"specifies mild nonproliferative diabetic retinopathy in the left eye, directly relates to the condition"
36204,E113299,4,"describes the condition without specifying the eye, making it a good match but less specific than bilateral or specific eye codes"
36205,E113393,1,bilateral condition matches the nonproliferative diabetic retinopathy description without specifying laterality.
36205,E113391,2,"right eye matches the description, specifying laterality as right."
36205,E113392,3,"left eye matches the description, specifying laterality as left."
36205,E113399,4,unspecified eye is a valid match but less specific than the others.
36206,E113493,1,Bilateral involvement is the most comprehensive and specific match to 'severe nonproliferative diabetic retinopathy'.
36206,E113491,2,"Specific to the right eye, a valid match for severe nonproliferative diabetic retinopathy."
36206,E113492,3,"Specific to the left eye, a valid match for severe nonproliferative diabetic retinopathy."
36206,E113499,4,Unspecified eye is less specific but still matches the description of severe nonproliferative diabetic retinopathy.
36235,H348110,1,Direct match to central retinal vein occlusion in the right eye with additional detail on macular edema.
36235,H348111,2,Direct match to central retinal vein occlusion in the right eye with additional detail on retinal neovascularization.
36235,H348112,3,"Direct match to central retinal vein occlusion in the right eye, noted as stable."
36235,H348120,4,Direct match to central retinal vein occlusion in the left eye with additional detail on macular edema.
36235,H348121,5,Direct match to central retinal vein occlusion in the left eye with additional detail on retinal neovascularization.
36235,H348122,6,"Direct match to central retinal vein occlusion in the left eye, noted as stable."
36235,H348130,7,Direct match to bilateral central retinal vein occlusion with additional detail on macular edema.
36235,H348131,8,Direct match to bilateral central retinal vein occlusion with additional detail on retinal neovascularization.
36235,H348132,9,"Direct match to bilateral central retinal vein occlusion, noted as stable."
36235,H348190,10,"Direct match to central retinal vein occlusion, unspecified eye with additional detail on macular edema."
36235,H348191,11,"Direct match to central retinal vein occlusion, unspecified eye with additional detail on retinal neovascularization."
36235,H348192,12,"Direct match to central retinal vein occlusion, unspecified eye, noted as stable."
36236,H348310,1,Best match for right eye occlusion with specific condition (macular edema).
36236,H348311,2,Specific condition for right eye occlusion (retinal neovascularization).
36236,H348312,3,"Specific for right eye occlusion but stable, still a relevant match."
36236,H348320,4,"Left eye occlusion with specific condition (macular edema), relevant but less so than right."
36236,H348321,5,"Left eye occlusion with retinal neovascularization, relevant but less than right."
36236,H348322,6,"Left eye occlusion, stable, still relevant but less specificity."
36236,H348330,7,"Bilateral occlusion with macular edema, more general but still relevant."
36236,H348331,8,"Bilateral occlusion with retinal neovascularization, relevant but more general."
36236,H348332,9,"Bilateral occlusion, stable, still relevant but less specific."
36236,H348390,10,"Unspecified eye occlusion with macular edema, least specific."
36236,H348391,11,"Unspecified eye occlusion with retinal neovascularization, least specific."
36236,H348392,12,"Unspecified eye occlusion, stable, least relevant."
36252,H353230,1,Bilateral involvement matches the unspecified nature of the ICD-9 description.
36252,H353290,2,Unspecified eye aligns with the general description of the condition without laterality.
36252,H353210,3,"Right eye, stage unspecified is a direct match to the ICD-9 description."
36252,H353220,4,"Left eye, stage unspecified is relevant and matches the general condition."
36252,H353230,5,Bilateral involvement aligns with the unspecified nature of the condition.
36252,H353211,6,Right eye with active choroidal neovascularization is specific but adds detail not present in the ICD-9 description.
36252,H353221,7,Left eye with active choroidal neovascularization is specific but adds detail not present in the ICD-9 description.
36252,H353212,8,Right eye with inactive choroidal neovascularization is specific but adds detail not present in the ICD-9 description.
36252,H353222,9,Left eye with inactive choroidal neovascularization is specific but adds detail not present in the ICD-9 description.
36252,H353213,10,Right eye with inactive scar is too specific compared to the ICD-9 description.
36252,H353223,11,Left eye with inactive scar is too specific compared to the ICD-9 description.
36252,H353231,12,Bilateral with active choroidal neovascularization adds detail not present in the ICD-9 description.
36252,H353232,13,Bilateral with inactive choroidal neovascularization adds detail not present in the ICD-9 description.
36252,H353233,14,Bilateral with inactive scar adds detail not present in the ICD-9 description.
36252,H353291,15,Unspecified eye with active choroidal neovascularization adds detail not present in the ICD-9 description.
36252,H353292,16,Unspecified eye with inactive choroidal neovascularization adds detail not present in the ICD-9 description.
36252,H353293,17,Unspecified eye with inactive scar adds detail not present in the ICD-9 description.
36510,H4010X0,1,Exact match in terms of unspecified nature and open-angle glaucoma.
36510,H4010X1,2,"Related to unspecified open-angle glaucoma, but specifies mild stage."
36510,H4010X2,3,"Related to unspecified open-angle glaucoma, but specifies moderate stage."
36510,H4010X3,4,"Related to unspecified open-angle glaucoma, but specifies severe stage."
36510,H4010X4,5,"Related to unspecified open-angle glaucoma, but specifies indeterminate stage."
36511,H401130,1,Bilateral glaucoma matches 'primary open angle glaucoma' without specifying laterality.
36511,H401190,2,Unspecified eye glaucoma matches 'primary open angle glaucoma' without specifying laterality.
36511,H401110,3,Right eye glaucoma matches 'primary open angle glaucoma' with specific laterality.
36511,H401120,4,Left eye glaucoma matches 'primary open angle glaucoma' with specific laterality.
36511,H401111,5,Right eye mild stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401121,6,Left eye mild stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401112,7,Right eye moderate stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401122,8,Left eye moderate stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401113,9,Right eye severe stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401123,10,Left eye severe stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401114,11,Right eye indeterminate stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401124,12,Left eye indeterminate stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401131,13,Bilateral mild stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401132,14,Bilateral moderate stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401133,15,Bilateral severe stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401134,16,Bilateral indeterminate stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401191,17,Unspecified eye mild stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401192,18,Unspecified eye moderate stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401193,19,Unspecified eye severe stage glaucoma is a specific condition of primary open-angle glaucoma.
36511,H401194,20,Unspecified eye indeterminate stage glaucoma is a specific condition of primary open-angle glaucoma.
36520,H4020X0,1,Exact match in terms of being unspecified and stage unspecified.
36520,H4020X1,2,Related to primary angle-closure glaucoma but specifies a mild stage.
36520,H4020X2,3,Related to primary angle-closure glaucoma but specifies a moderate stage.
36520,H4020X3,4,Related to primary angle-closure glaucoma but specifies a severe stage.
36520,H4020X4,5,Related to primary angle-closure glaucoma but specifies an indeterminate stage.
36641,E0836,1,"Directly relates to diabetic cataract due to underlying condition, maintaining the connection to diabetes."
36641,E1036,2,"Refers to Type 1 diabetes with diabetic cataract, closely related to the original diagnosis."
36641,E1136,3,"Refers to Type 2 diabetes with diabetic cataract, also relevant to the original diagnosis."
36641,E1336,4,"Relates to other specified diabetes with diabetic cataract, maintaining the connection to diabetes."
36641,E0936,5,"While it mentions diabetic cataract, it is less directly related as it involves drug or chemical induced diabetes."
36816,H5316,1,exact match in description
36816,R483,2,related condition but not a direct match
36903,H540X45,1,The candidate describes blindness in both eyes with specific categories that align with the impairment levels described in the ICD-9 code.
36903,H540X54,2,"The candidate also describes blindness in both eyes but with the categories reversed, which still relates closely to the impairment levels in the ICD-9 code."
36920,H542X11,1,no_good_match
36920,H542X12,2,no_good_match
36920,H542X21,3,no_good_match
36920,H542X22,4,no_good_match
36924,H542X12,1,The description matches the moderate vision impairment in the better eye and severe vision impairment in the lesser eye.
36924,H542X21,2,"The description matches the severe vision impairment in the better eye and moderate vision impairment in the lesser eye, but reverses the categories."
36969,H54413A,1,"Describes blindness in the right eye with normal vision in the left eye, which aligns with the concept of profound vision impairment in one eye and normal vision in the other."
36969,H5442A3,2,"Describes blindness in the left eye with normal vision in the right eye, which is relevant but does not match the specific laterality of the original description."
36973,H54512A,1,Directly matches the description of severe vision impairment in one eye (right) and normal vision in the other (left).
36973,H5452A2,2,"Matches the description of severe vision impairment in one eye (left) and normal vision in the other (right), but is the opposite eye of the first rank."
36973,H5450,3,Describes low vision in one eye but does not specify which eye has the impairment and does not match the severity specified in the ICD-9 code.
37801,H50011,1,Exact match for monocular esotropia in the right eye.
37801,H50012,2,"Exact match for monocular esotropia in the left eye, but not the same laterality as the original code."
37811,H50111,1,"Specific to monocular exotropia of the right eye, matching the diagnosis."
37811,H50112,2,"Specific to monocular exotropia of the left eye, matching the diagnosis."
37831,H5021,1,Specific type of strabismus (hypertropia) affecting the right eye.
37831,H5022,2,Specific type of strabismus (hypertropia) affecting the left eye.
37832,H5021,1,"Vertical strabismus, right eye is a specific type of strabismus related to hypotropia."
37832,H5022,2,"Vertical strabismus, left eye is also a specific type of strabismus related to hypotropia."
37871,H50811,1,Direct match for Duane's syndrome with specific laterality (right eye).
37871,H50812,2,Direct match for Duane's syndrome with specific laterality (left eye).
37900,H15009,1,"Direct match in terminology and specificity for 'scleritis, unspecified'."
37900,H15109,2,"Related condition (episcleritis) but not a direct match for scleritis; therefore, less specific."
38010,H60399,1,"Other infective otitis externa, unspecified ear is a direct match to infective otitis externa, unspecified."
38010,H60319,2,"Diffuse otitis externa, unspecified ear is a type of otitis externa and closely relates to the infective nature."
38010,H60329,3,"Hemorrhagic otitis externa, unspecified ear is related to otitis externa but specifies a type of condition."
38010,H6000,4,"Abscess of external ear, unspecified ear is related but does not directly indicate otitis externa."
38010,H6010,5,"Cellulitis of external ear, unspecified ear is related but is a different type of condition than otitis externa."
38022,H60599,1,"This code specifies 'Other noninfective acute otitis externa', which aligns closely with the ICD-9 description of 'Other acute otitis externa'."
38022,H60509,2,"This code describes 'Unspecified acute noninfective otitis externa', which is a general match to the ICD-9 code but less specific than H60599."
38022,H60519,3,"This code refers to 'Acute actinic otitis externa', which is a specific type of otitis externa but does not match the 'other' category."
38022,H60529,4,"This code describes 'Acute chemical otitis externa', which is a specific type of otitis externa but does not match the 'other' category."
38022,H60539,5,"This code refers to 'Acute contact otitis externa', which is a specific type of otitis externa but does not match the 'other' category."
38022,H60549,6,"This code describes 'Acute eczematoid otitis externa', which is a specific type of otitis externa but does not match the 'other' category."
38022,H60559,7,"This code refers to 'Acute reactive otitis externa', which is a specific type of otitis externa but does not match the 'other' category."
38023,H6060,1,Directly corresponds to chronic otitis externa without specification of ear.
38023,H6090,2,"Unspecified otitis externa, which is a broader category but still relevant."
38023,H608X1,3,"Specifically relates to the right ear, which does not match the 'other' aspect of the ICD-9 description."
3868,H838X9,1,"closely related to inner ear disorders, matching the description of 'Other disorders of labyrinth'"
3868,H818X9,2,"related to vestibular function disorders, which can be associated with labyrinth issues"
3868,H829,3,"pertains to vertiginous syndromes, but less directly related to labyrinth disorders"
3869,H8193,1,"The code refers specifically to a disorder of vestibular function, which aligns closely with vertiginous syndromes."
3869,H8393,2,"While it refers to a disease of the inner ear, it is more general and less specific to vertiginous syndromes compared to H8193."
38840,H93299,1,"Directly addresses 'abnormal auditory perceptions' with a broader classification, maintaining the unspecified aspect."
38840,H93249,2,Refers to a specific condition of auditory threshold shift but does not encompass the broader category of abnormal auditory perception.
38905,H9011,1,Directly corresponds to unilateral conductive hearing loss in the right ear.
38905,H9012,2,Directly corresponds to unilateral conductive hearing loss in the left ear.
38913,H9041,1,Direct match for unilateral neural hearing loss in the right ear.
38913,H9042,2,Direct match for unilateral neural hearing loss in the left ear.
38915,H9041,1,Direct match for unilateral sensorineural hearing loss in the right ear.
38915,H9042,2,Direct match for unilateral sensorineural hearing loss in the left ear.
38917,H9041,1,Directly corresponds to unilateral sensory hearing loss in the right ear.
38917,H9042,2,Directly corresponds to unilateral sensory hearing loss in the left ear.
38921,H9071,1,Direct match for unilateral mixed hearing loss specifically in the right ear.
38921,H9072,2,Direct match for unilateral mixed hearing loss specifically in the left ear.
3959,I069,1,"This code specifies 'rheumatic aortic valve disease, unspecified', which closely aligns with the ICD-9 description of 'other and unspecified rheumatic aortic diseases' as it captures the unspecified nature."
3959,I068,2,"This code refers to 'other rheumatic aortic valve diseases', which is related but more specific than the ICD-9 description, as it does not capture the unspecified aspect."
3970,I078,1,"Other rheumatic tricuspid valve diseases encompasses a broader range of tricuspid valve diseases, aligning well with the general category of diseases of the tricuspid valve."
3970,I071,2,"Rheumatic tricuspid insufficiency is a specific type of tricuspid valve disease, directly related to the tricuspid valve but limited to insufficiency."
3970,I072,3,"Rheumatic tricuspid stenosis and insufficiency is a specific condition related to the tricuspid valve but includes stenosis, which is a more specific issue than the broader category of diseases of the tricuspid valve."
4019,I10,1,"This code directly corresponds to 'Essential (primary) hypertension', which is synonymous with 'unspecified essential hypertension'."
4019,I169,2,"This code refers to a hypertensive crisis, which is a different clinical condition and not a direct match for unspecified essential hypertension."
41090,I219,1,"Directly corresponds to acute myocardial infarction of unspecified site, matching the description of the ICD-9 code."
41090,I213,2,"Refers to ST elevation myocardial infarction, which is a specific type of myocardial infarction, but still relates to acute myocardial infarction of unspecified site."
41090,I21A9,3,"Covers other types of myocardial infarction, which could include unspecified cases, but lacks specificity to the description of the ICD-9 code."
41090,I21A1,4,"Refers to myocardial infarction type 2, which is a different classification and does not align closely with the unspecified acute myocardial infarction."
41091,I219,1,"Directly corresponds to 'Acute myocardial infarction, unspecified', matching the ICD-9 description closely."
41091,I213,2,"Refers to a specific type of myocardial infarction (STEMI) but still classified as 'unspecified site', making it relevant."
41091,I21A9,3,"Represents 'Other myocardial infarction type', which can be considered a broader category and somewhat related."
41091,I21A1,4,"Refers to myocardial infarction type 2, which is not directly aligned with the unspecified nature of the ICD-9 code."
41092,I219,1,Direct match in description; both refer to acute myocardial infarction of unspecified site.
41092,I213,2,Specific type of myocardial infarction (ST elevation) but still refers to unspecified site.
41092,I21A9,3,"Refers to other types of myocardial infarction, somewhat related but less specific."
41092,I21A1,4,"Refers to myocardial infarction type 2, which is a different classification and not a direct match."
4139,I208,1,Other forms of angina pectoris is a specific match for 'Other and unspecified angina pectoris'.
4139,I209,2,"Angina pectoris, unspecified closely relates to unspecified cases of angina pectoris."
4148,I2589,1,"Directly corresponds to 'Other forms of chronic ischemic heart disease,' matching the specificity of the ICD-9 description."
4148,I259,2,"Refers to 'Chronic ischemic heart disease, unspecified,' which is a broader category but still relevant to chronic ischemic heart disease."
4148,I255,3,"Describes 'Ischemic cardiomyopathy,' which is a specific condition under ischemic heart disease but not a direct match for 'other specified forms.'"
4168,I2789,1,"Directly corresponds to 'Other specified pulmonary heart diseases', which is a broader category that includes chronic pulmonary heart diseases."
4168,I2720,2,"Pulmonary hypertension, unspecified, relates to chronic pulmonary heart disease as it can be a part of the condition."
4168,I2729,3,Other secondary pulmonary hypertension can encompass chronic pulmonary heart disease as it indicates a variety of underlying causes.
4168,I2721,4,Secondary pulmonary arterial hypertension is a type of pulmonary hypertension that can arise from chronic pulmonary heart diseases.
4168,I2723,5,Pulmonary hypertension due to lung diseases and hypoxia is relevant as chronic pulmonary heart disease can stem from lung issues.
4168,I2722,6,Pulmonary hypertension due to left heart disease relates but is more specific to left heart issues rather than chronic pulmonary heart diseases.
4168,I2724,7,Chronic thromboembolic pulmonary hypertension is a specific condition and may not fully represent the broader category of chronic pulmonary heart diseases.
4169,I279,1,"Directly matches 'pulmonary heart disease, unspecified', aligning closely with the ICD-9 description."
4169,I2781,2,"Refers to chronic cor pulmonale, which is a specific type of pulmonary heart disease but not the same as unspecified."
42291,I401,1,"Isolated myocarditis is a more specific term that can be seen as a synonym for idiopathic myocarditis, as both imply inflammation of the myocardium without a known cause."
42291,I400,2,"Infective myocarditis refers to myocarditis caused by an infection, which is different from idiopathic myocarditis, hence a less appropriate match."
4240,I340,1,Directly describes a specific type of mitral valve disorder (insufficiency) related to the broader category of mitral valve disorders.
4240,I348,2,"Describes other mitral valve disorders, which are also related but less specific than I340."
4241,I358,1,"Other nonrheumatic aortic valve disorders is a broad category that encompasses various aortic valve disorders, aligning well with the general term 'aortic valve disorders'."
4241,I359,2,"Nonrheumatic aortic valve disorder, unspecified captures aortic valve disorders without specifying the type, making it relevant to the general description."
4241,I350,3,"Nonrheumatic aortic stenosis is a specific type of aortic valve disorder, making it relevant but not as broadly applicable as I358 or I359."
4241,I351,4,"Nonrheumatic aortic insufficiency is another specific type of aortic valve disorder, but it does not encompass all aortic valve disorders."
4241,I352,5,"Nonrheumatic aortic stenosis with insufficiency is a specific condition that combines two types of valve disorders, making it the least broadly applicable match."
4242,I360,1,"This code specifically refers to nonrheumatic tricuspid valve stenosis, which is a specific type of nonrheumatic tricuspid valve disorder."
4242,I368,2,"This code covers other types of nonrheumatic tricuspid valve disorders, making it less specific than I360 but still relevant."
4243,I378,1,"This code covers a broader category of pulmonary valve disorders, making it more inclusive and relevant to the ICD-9 description."
4243,I370,2,"This code specifies a particular condition (pulmonary valve stenosis), which is a type of pulmonary valve disorder, but is less comprehensive than I378."
4254,I428,1,"direct match for 'other cardiomyopathies', maintaining the broader category."
4254,I425,2,specific type of cardiomyopathy but does not encompass the 'other' category as well as I428.
4262,I444,1,"Left anterior fascicular block is closely related to left bundle branch hemiblock as both involve the left bundle branch system, but it is more specific."
4262,I445,2,"Left posterior fascicular block is also related to left bundle branch hemiblock, although it is a different type of block in the left bundle branch system."
4262,I4460,3,Unspecified fascicular block is a broader category that could encompass left bundle branch hemiblock but lacks specificity.
4262,I4469,4,"Other fascicular block is the least specific and does not directly correlate with left bundle branch hemiblock, making it a poor match."
42650,I454,1,Nonspecific intraventricular block closely relates to the concept of a bundle branch block as both involve conduction abnormalities within the ventricles.
42650,I4430,2,Unspecified atrioventricular block is somewhat related but specifically refers to AV blocks rather than bundle branch blocks.
42650,I4439,3,Other atrioventricular block is less relevant as it refers to variations of AV block that do not specifically include bundle branch block.
42769,I4949,1,Direct match to 'Other premature depolarization' aligns well with 'Other premature beats'.
42769,I493,2,"Ventricular premature depolarization is a specific type of premature beat, but not an exact match to 'Other premature beats'."
42781,I495,1,Sick sinus syndrome is a specific condition that directly corresponds to sinoatrial node dysfunction.
42781,R001,2,"Bradycardia, unspecified is a general term that may result from sinoatrial node dysfunction but does not specify the underlying cause."
