,Unnamed: 0,icd9_code,icd10_code,rank,reason
982,982.0,36202,E113591,2,"This code specifies 'Type 2 diabetes mellitus' and 'right eye', which are not explicitly stated in the ICD-9 code. While Type 2 is common, the ICD-9 code doesn't specify it. Specifying the right eye is also an assumption."
983,983.0,36202,E113592,3,"This code specifies 'Type 2 diabetes mellitus' and 'left eye', which are not explicitly stated in the ICD-9 code. Specifying the left eye is also an assumption."
984,984.0,36202,E113593,4,"This code specifies 'Type 2 diabetes mellitus' and 'bilateral', which are not explicitly stated in the ICD-9 code. Specifying Type 2 diabetes and bilaterality are both assumptions."
985,985.0,36203,E113299,1,"The ICD-9 code '36203' specifies 'Nonproliferative diabetic retinopathy NOS' (Not Otherwise Specified). This ICD-10 code 'E113299' represents 'Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye'. Although it specifies 'mild' and 'without macular edema', the 'unspecified eye' aligns best with the 'NOS' designation in the ICD-9 code, which lacks laterality information. The 'mild' descriptor is a common default for 'NOS' retinopathy unless severity is specified."
986,986.0,36203,E113291,2,"This code specifies the 'right eye', which is a specific laterality not present in the ICD-9 'NOS' code. It is less appropriate than the unspecified eye code."
987,987.0,36203,E113292,3,"This code specifies the 'left eye', which is a specific laterality not present in the ICD-9 'NOS' code. It is less appropriate than the unspecified eye code."
988,988.0,36203,E113293,4,"This code specifies 'bilateral', which is a specific laterality not present in the ICD-9 'NOS' code. It is less appropriate than the unspecified eye code."
989,989.0,36204,E113299,1,"The ICD-9 code '36204' specifies 'Mild nonproliferative diabetic retinopathy' without specifying laterality or the type of diabetes. E113299 captures the 'Mild nonproliferative diabetic retinopathy' component and defaults to unspecified laterality, making it the closest semantic match as it doesn't add information not present in the ICD-9 code."
990,990.0,36204,E113291,2,"This code specifies 'right eye' laterality, which is not mentioned in the ICD-9 code. While it captures the core condition, the added laterality makes it less specific than the ICD-9 code."
991,991.0,36204,E113292,3,"This code specifies 'left eye' laterality, which is not mentioned in the ICD-9 code. Similar to E113291, the added laterality makes it less specific than the ICD-9 code."
992,992.0,36204,E113293,4,"This code specifies 'bilateral' laterality, which is not mentioned in the ICD-9 code. The added laterality makes it less specific than the ICD-9 code."
993,993.0,36205,E113399,1,"This code directly maps the core components of the ICD-9 description: 'moderate nonproliferative diabetic retinopathy'. It specifies the severity ('moderate'), the type ('nonproliferative'), and the condition ('diabetic retinopathy'). The 'unspecified eye' component is the most general representation when laterality is not provided in the ICD-9 code."
994,994.0,36205,E113391,2,"This code includes the core components of the ICD-9 description ('moderate nonproliferative diabetic retinopathy') and specifies the right eye. While the ICD-9 code doesn't specify laterality, this is a plausible specific instance."
995,995.0,36205,E113392,3,"This code includes the core components of the ICD-9 description ('moderate nonproliferative diabetic retinopathy') and specifies the left eye. Similar to the right eye code, this is a plausible specific instance, though not directly stated in the ICD-9 code."
996,996.0,36205,E113393,4,"This code includes the core components of the ICD-9 description ('moderate nonproliferative diabetic retinopathy') and specifies bilateral involvement. This is a plausible specific instance, although the ICD-9 code does not explicitly state bilaterality."
997,997.0,36206,E113499,1,"This code captures the core concept of 'severe nonproliferative diabetic retinopathy' from the ICD-9 code. While it specifies Type 2 diabetes, this is a common association and doesn't negate the core meaning. The 'unspecified eye' component is the closest match to the ICD-9 code which lacks laterality information."
998,998.0,36206,E113491,2,"This code includes the core concept but adds laterality (right eye) and specifies Type 2 diabetes. The laterality is not present in the ICD-9 code, making it less direct, but it's a plausible specific instance."
999,999.0,36206,E113492,3,"Similar to E113491, this code includes the core concept but adds laterality (left eye) and specifies Type 2 diabetes. The laterality is not present in the ICD-9 code."
1000,1000.0,36206,E113493,4,"This code includes the core concept but adds laterality (bilateral) and specifies Type 2 diabetes. The laterality is not present in the ICD-9 code, making it a less direct match than the unspecified eye option."
1001,1001.0,36235,H348192,1,"This code represents 'Central retinal vein occlusion, unspecified eye, stable'. It is the most general match to the ICD-9 code 'Central retinal vein occlusion' as it captures the core condition without specifying laterality or additional complications like macular edema or neovascularization, which are not mentioned in the ICD-9 description."
1002,1002.0,36235,H348190,2,"This code represents 'Central retinal vein occlusion, unspecified eye, with macular edema'. While it includes the core condition, it adds 'macular edema', which is not specified in the ICD-9 code. It is slightly less general than H348192."
1003,1003.0,36235,H348191,3,"This code represents 'Central retinal vein occlusion, unspecified eye, with retinal neovascularization'. Similar to H348190, it includes the core condition but adds 'retinal neovascularization', which is not specified in the ICD-9 code. It is slightly less general than H348192."
1004,1004.0,36235,H348110,4,This code specifies 'right eye' and 'macular edema'. The ICD-9 code does not specify laterality or complications.
1005,1005.0,36235,H348111,5,This code specifies 'right eye' and 'retinal neovascularization'. The ICD-9 code does not specify laterality or complications.
1006,1006.0,36235,H348112,6,"This code specifies 'right eye' and 'stable'. While 'stable' might be inferred, it's not explicit in the ICD-9 code, and laterality is specified."
1007,1007.0,36235,H348120,7,This code specifies 'left eye' and 'macular edema'. The ICD-9 code does not specify laterality or complications.
1008,1008.0,36235,H348121,8,This code specifies 'left eye' and 'retinal neovascularization'. The ICD-9 code does not specify laterality or complications.
1009,1009.0,36235,H348122,9,"This code specifies 'left eye' and 'stable'. While 'stable' might be inferred, it's not explicit in the ICD-9 code, and laterality is specified."
1010,1010.0,36235,H348130,10,This code specifies 'bilateral' and 'macular edema'. The ICD-9 code does not specify laterality or complications.
1011,1011.0,36235,H348131,11,This code specifies 'bilateral' and 'retinal neovascularization'. The ICD-9 code does not specify laterality or complications.
1012,1012.0,36235,H348132,12,"This code specifies 'bilateral' and 'stable'. While 'stable' might be inferred, it's not explicit in the ICD-9 code, and laterality is specified."
1013,1013.0,36510,H4010X0,1,This code directly maps the 'Unspecified open-angle glaucoma' from the ICD-9 description. The 'stage unspecified' aligns with the lack of staging information in the ICD-9 code.
1014,1014.0,36510,H4010X1,2,"This code specifies a 'mild stage', which is a possible level of severity for glaucoma, but the ICD-9 code does not provide this level of detail."
1015,1015.0,36510,H4010X2,3,"This code specifies a 'moderate stage', which is a possible level of severity for glaucoma, but the ICD-9 code does not provide this level of detail."
1016,1016.0,36510,H4010X3,4,"This code specifies a 'severe stage', which is a possible level of severity for glaucoma, but the ICD-9 code does not provide this level of detail."
1017,1017.0,36510,H4010X4,5,"This code specifies an 'indeterminate stage', which is a possible level of severity for glaucoma, but the ICD-9 code does not provide this level of detail."
1018,1018.0,36520,H4020X0,1,Direct synonym for 'unspecified primary angle-closure glaucoma'. The 'stage unspecified' qualifier matches the lack of stage information in the ICD-9 code.
1019,1019.0,36520,H4020X1,2,"Specifies 'mild stage', which is more specific than the ICD-9 code but still refers to the correct condition. It's a plausible, though not exact, match."
1020,1020.0,36520,H4020X2,3,"Specifies 'moderate stage', which is more specific than the ICD-9 code but still refers to the correct condition. It's a plausible, though not exact, match."
1021,1021.0,36520,H4020X3,4,"Specifies 'severe stage', which is more specific than the ICD-9 code but still refers to the correct condition. It's a plausible, though not exact, match."
1022,1022.0,36520,H4020X4,5,"Specifies 'indeterminate stage', which is more specific than the ICD-9 code but still refers to the correct condition. It's a plausible, though not exact, match."
1023,1023.0,36641,E1136,1,"The ICD-9 code 'Diabetic cataract' directly implies diabetes mellitus is present. Type 2 diabetes is the most common type, making this the most likely specific type of diabetes causing the cataract, although the ICD-9 code doesn't specify the type. It captures the core relationship between diabetes and cataract."
1024,1024.0,36641,E1036,2,"Similar to E1136, this code represents a specific type of diabetes (Type 1) causing the cataract. While less common than Type 2, it's a plausible specific cause implied by the ICD-9 code."
1025,1025.0,36641,E1336,3,"This code represents 'Other specified diabetes mellitus'. It's less specific than E1036 or E1136 but still captures the relationship between diabetes and cataract, acknowledging that the type isn't specified in the ICD-9 code."
1026,1026.0,36641,E0836,4,"This code implies diabetes secondary to another underlying condition. The ICD-9 code 'Diabetic cataract' doesn't provide information about the cause of the diabetes itself, making this less likely than codes specifying primary diabetes types."
1027,1027.0,36641,E0936,5,"This code specifies diabetes induced by drugs or chemicals. The ICD-9 code 'Diabetic cataract' doesn't suggest an iatrogenic or toxic cause for the diabetes, making this the least likely match."
1028,1028.0,36816,H5316,1,"This code is a direct translation and semantic equivalent of the ICD-9 code, matching the exact description 'Psychophysical visual disturbances'."
1029,1029.0,36816,R483,2,"While related to visual disturbances, 'Visual agnosia' represents a specific type of disturbance (inability to recognize objects) which is narrower than the general term 'Psychophysical visual disturbances' in the ICD-9 code. It is less specific."
1030,1030.0,36903,H540X45,1,"This code represents near-total vision impairment (category 4) in the better eye (right) and total vision impairment (category 5) in the lesser eye (left), matching the ICD-9 description's laterality and severity levels."
1031,1031.0,36903,H540X54,2,"This code represents total vision impairment (category 5) in the better eye (right) and near-total vision impairment (category 4) in the lesser eye (left), which is the reverse of the ICD-9 description's laterality."
1032,1032.0,36920,H542X11,1,"This code describes low vision in both eyes, matching the 'both eyes' aspect of the ICD-9 code. The 'category 1' level aligns with 'moderate' impairment, while 'category 2' aligns with 'severe'. Since the ICD-9 code doesn't specify the level, category 1 is a reasonable default or representation of the lower end of the moderate/severe range. The term 'low vision' is a common modern equivalent for significant visual impairment."
1033,1033.0,36920,H542X12,2,"Similar to H542X11, this code represents low vision in both eyes. Category 2 aligns with 'severe' impairment. While the ICD-9 code includes 'moderate', this code captures the upper end of the specified range."
1034,1034.0,36920,H542X21,3,"This code represents low vision in both eyes, with category 2 aligning with 'severe' impairment. It's less ideal than H542X11 because it doesn't capture the 'moderate' aspect as well, but still represents bilateral low vision."
1035,1035.0,36920,H542X22,4,"This code represents low vision in both eyes, with category 2 aligning with 'severe' impairment. It's the least ideal match as it only captures the severe end of the moderate/severe range specified in the ICD-9 code."
1036,1036.0,36924,H542X12,1,"The ICD-9 description specifies moderate vision impairment in the 'better eye' and severe vision impairment in the 'lesser eye'. ICD-10 category 1 generally corresponds to moderate vision impairment (visual acuity between 20/70 and 20/200) and category 2 corresponds to severe vision impairment (visual acuity less than 20/200). Assuming the 'better eye' is the right eye and the 'lesser eye' is the left eye, H542X12 (right eye category 1, left eye category 2) aligns with the description."
1037,1037.0,36924,H542X21,2,"This code represents low vision in the right eye category 2 (severe) and the left eye category 1 (moderate). This is the inverse of the ICD-9 description where the better eye (assumed right) has moderate impairment and the lesser eye (assumed left) has severe impairment. While semantically related to low vision, it does not match the specific impairment levels described for each eye."
1038,1038.0,36969,H54413A,1,Matches the profound vision impairment in one eye (right) and normal vision in the other (left). Category 3 is equivalent to profound vision impairment.
1039,1039.0,36969,H5442A3,2,"Matches the profound vision impairment in one eye (left) and normal vision in the other (right), but the laterality is reversed compared to the ICD-9 code."
1040,1040.0,36973,H54512A,1,"Captures the low vision in one eye (right eye) and specifies the normal vision in the other eye (left eye), mirroring the ICD-9 description's laterality and severity implication ('severe vision impairment' often corresponds to category 2 low vision)."
1041,1041.0,36973,H5452A2,2,"Captures the low vision in one eye (left eye) and specifies the normal vision in the other eye (right eye), mirroring the ICD-9 description's laterality and severity implication ('severe vision impairment' often corresponds to category 2 low vision)."
1042,1042.0,36973,H5450,3,"Captures the low vision in one eye but lacks laterality and does not specify the normal vision in the other eye, making it less specific than the other options."
1043,1043.0,37801,H50011,1,"Directly maps the ICD-9 term 'Monocular esotropia' to the ICD-10 term 'Monocular esotropia, right eye'. This is a highly specific match, capturing the core meaning and adding laterality detail (right eye)."
1044,1044.0,37801,H50012,2,"Directly maps the ICD-9 term 'Monocular esotropia' to the ICD-10 term 'Monocular esotropia, left eye'. This is a highly specific match, capturing the core meaning and adding laterality detail (left eye)."
1045,1045.0,37811,H50111,1,"Direct match for 'monocular exotropia', specifying the right eye. This is the most specific and semantically equivalent option, although the laterality is not specified in the ICD-9 code."
1046,1046.0,37811,H50112,2,"Direct match for 'monocular exotropia', specifying the left eye. This is semantically equivalent but less likely to be correct than H50111 without further clinical information specifying the laterality."
1047,1047.0,37831,H5021,1,"Hypertropia is a type of vertical strabismus where one eye is higher than the other. H5021 specifically describes vertical strabismus of the right eye. While the ICD-9 code doesn't specify laterality, H5021 is a direct semantic match for a common presentation of hypertropia."
1048,1048.0,37831,H5022,2,"Hypertropia is a type of vertical strabismus where one eye is higher than the other. H5022 specifically describes vertical strabismus of the left eye. While the ICD-9 code doesn't specify laterality, H5022 is a direct semantic match for a common presentation of hypertropia."
1049,1049.0,37832,H5021,1,"Hypotropia is a type of vertical strabismus where the eye deviates downward. H5021 specifies vertical strabismus of the right eye. While the ICD-9 code doesn't specify laterality, this is a plausible specific type."
1050,1050.0,37832,H5022,2,"Hypotropia is a type of vertical strabismus where the eye deviates downward. H5022 specifies vertical strabismus of the left eye. While the ICD-9 code doesn't specify laterality, this is a plausible specific type."
1051,1051.0,37871,H50811,1,"Exact match for Duane's syndrome, specifies right eye."
1052,1052.0,37871,H50812,2,"Exact match for Duane's syndrome, specifies left eye."
1053,1053.0,37900,H15009,1,Direct match for 'scleritis' and 'unspecified'. The 'unspecified eye' specifier aligns with the ICD-9 'unspecified' nature.
1054,1054.0,37900,H15109,2,"Incorrectly matches 'episcleritis' instead of 'scleritis', although it shares the 'unspecified' characteristic."
1055,1055.0,38010,H60319,1,"H60319 'Diffuse otitis externa' is the closest semantic match to 'Infective otitis externa'. 'Diffuse' implies a widespread infection, which aligns with the general nature of 'unspecified' infective otitis externa."
1056,1056.0,38010,H60399,2,"H60399 'Other infective otitis externa' is a reasonable match as it explicitly includes 'infective otitis externa', although it is less specific than H60319. It serves as a fallback category."
1057,1057.0,38010,H6010,3,"H6010 'Cellulitis of external ear' describes a specific type of infection involving deeper skin layers. While potentially related to otitis externa, it's less general than the ICD-9 code."
1058,1058.0,38010,H60329,4,"H60329 'Hemorrhagic otitis externa' describes a specific subtype characterized by bleeding, which is not implied by the ICD-9 code."
1059,1059.0,38010,H6000,5,"H6000 'Abscess of external ear' describes a localized collection of pus, a specific complication rather than the general condition of infective otitis externa."
1060,1060.0,38022,H60599,1,"This code directly maps to 'Other' noninfective acute otitis externa, closely mirroring the ICD-9 description 'Other acute otitis externa'. While ICD-9 doesn't specify noninfective, this is the most semantically similar option among the noninfective choices."
1061,1061.0,38022,H60509,2,"This code represents 'Unspecified acute noninfective otitis externa'. Although the ICD-9 code doesn't specify 'noninfective' or 'unspecified', it captures the 'acute otitis externa' aspect. It's a plausible, albeit less specific, match than H60599."
1062,1062.0,38022,H60519,3,"This code specifies 'Acute actinic otitis externa'. While it is a type of acute otitis externa, 'actinic' is a specific cause not implied by the ICD-9 'Other' description."
1063,1063.0,38022,H60529,4,"This code specifies 'Acute chemical otitis externa'. Similar to H60519, 'chemical' is a specific cause not implied by the ICD-9 'Other' description."
1064,1064.0,38022,H60539,5,"This code specifies 'Acute contact otitis externa'. Again, 'contact' is a specific cause not implied by the ICD-9 'Other' description."
1065,1065.0,38022,H60549,6,This code specifies 'Acute eczematoid otitis externa'. 'Eczematoid' is a specific type not implied by the ICD-9 'Other' description.
1066,1066.0,38022,H60559,7,This code specifies 'Acute reactive otitis externa'. 'Reactive' is a specific type not implied by the ICD-9 'Other' description.
1067,1067.0,38023,H6060,1,"This code specifies 'chronic otitis externa' and 'unspecified ear', which aligns closely with the ICD-9 description 'Other chronic otitis externa'. The 'unspecified' nature matches the lack of laterality in the ICD-9 code."
1068,1068.0,38023,H608X1,2,"This code specifies 'Other otitis externa' and 'right ear'. While it captures the 'other' aspect, it lacks the 'chronic' detail from the ICD-9 code and specifies laterality ('right ear'), which is not present in the ICD-9 code."
1069,1069.0,38023,H6090,3,"This code specifies 'Unspecified otitis externa' and 'unspecified ear'. It lacks the 'chronic' detail from the ICD-9 code, making it less specific than H6060."
1070,1070.0,3868,H818X9,1,"The ICD-9 term 'disorders of labyrinth' most closely maps to 'disorders of vestibular function' in ICD-10, as the labyrinth is the primary site of vestibular function. The 'unspecified ear' specifier matches the lack of laterality in the ICD-9 code."
1071,1071.0,3868,H838X9,2,"This code refers to 'other specified diseases of inner ear'. While the labyrinth is part of the inner ear, 'disorders of vestibular function' (H818X9) is a more direct semantic match for 'disorders of labyrinth' than 'diseases of inner ear'."
1072,1072.0,3868,H829,3,"This code refers to 'vertiginous syndromes', which is a symptom or collection of symptoms often associated with labyrinth disorders, but not the disorder itself. The ICD-9 code describes the underlying disorder, not just the symptoms."
1073,1073.0,3869,H8193,1,"Vestibular function disorders are the primary cause of vertigo. 'Unspecified' maps well. 'Bilateral' is specified in the ICD-10 code, but the ICD-9 code is unspecified regarding laterality, making this the closest match for the core concept of 'vertiginous syndromes and labyrinthine disorders' related to vestibular function."
1074,1074.0,3869,H8393,2,"Inner ear diseases can cause vertigo ('labyrinthine disorders'), but 'vestibular function' (H81) is more specific to the symptom of vertigo than 'inner ear disease' (H83). 'Unspecified' maps well. 'Bilateral' is specified in the ICD-10 code, but the ICD-9 code is unspecified regarding laterality."
1075,1075.0,38840,H93299,1,This code directly maps to 'abnormal auditory perception' and includes 'unspecified ear' which aligns with the ICD-9 code's lack of specificity regarding the ear.
1076,1076.0,38840,H93249,2,"This code describes a specific type of abnormal auditory perception (temporary threshold shift), which is a subset of the broader ICD-9 term. While related, it's less general than the ICD-9 code."
1077,1077.0,38905,H9011,1,"Matches conductive hearing loss, unilateral. Includes laterality (right ear) and specifies contralateral hearing status, which is a common detail for unilateral hearing loss."
1078,1078.0,38905,H9012,2,"Matches conductive hearing loss, unilateral. Includes laterality (left ear) and specifies contralateral hearing status, which is a common detail for unilateral hearing loss."
1079,1079.0,38913,H9041,1,"Neural hearing loss is synonymous with sensorineural hearing loss. The ICD-9 code specifies unilateral involvement, which is captured by the unilateral descriptor in H9041. While laterality (right ear) is specified in H9041, it is more specific than the unspecified laterality in the ICD-9 code, but still represents a valid subset."
1080,1080.0,38913,H9042,2,"Neural hearing loss is synonymous with sensorineural hearing loss. The ICD-9 code specifies unilateral involvement, which is captured by the unilateral descriptor in H9042. While laterality (left ear) is specified in H9042, it is more specific than the unspecified laterality in the ICD-9 code, but still represents a valid subset."
1081,1081.0,38915,H9041,1,"Represents unilateral sensorineural hearing loss, specifying the right ear. While the ICD-9 code doesn't specify laterality, this is a highly specific and semantically relevant match."
1082,1082.0,38915,H9042,2,"Represents unilateral sensorineural hearing loss, specifying the left ear. Similar to H9041, this is a highly specific and semantically relevant match, though the laterality is unspecified in the ICD-9 code."
1083,1083.0,38917,H9041,1,"Matches 'sensory hearing loss' (sensorineural is a type of sensory) and 'unilateral'. Specifies laterality (right ear) and contralateral hearing status, which is more specific than the ICD-9 code but semantically consistent."
1084,1084.0,38917,H9042,2,"Matches 'sensory hearing loss' (sensorineural is a type of sensory) and 'unilateral'. Specifies laterality (left ear) and contralateral hearing status, which is more specific than the ICD-9 code but semantically consistent."
1085,1085.0,38921,H9071,1,"Represents mixed hearing loss, unilateral, right ear. Matches the core concepts of the ICD-9 code, specifying laterality (right ear) and the type of hearing loss (mixed conductive and sensorineural). The 'unrestricted hearing on the contralateral side' is additional detail not present in the ICD-9 code but doesn't negate the match."
1086,1086.0,38921,H9072,2,"Represents mixed hearing loss, unilateral, left ear. Matches the core concepts of the ICD-9 code, specifying laterality (left ear) and the type of hearing loss (mixed conductive and sensorineural). The 'unrestricted hearing on the contralateral side' is additional detail not present in the ICD-9 code but doesn't negate the match."
1087,1087.0,3959,I068,1,"The ICD-9 code '3959' refers to 'Other and unspecified rheumatic aortic diseases'. ICD-10 code 'I068' refers to 'Other rheumatic aortic valve diseases'. While ICD-9 does not explicitly state 'valve', it is the most common site for rheumatic aortic disease. 'Other' in ICD-9 aligns well with 'Other' in ICD-10, suggesting specificity beyond 'unspecified'. This is the closest match in terms of semantic meaning."
1088,1088.0,3959,I069,2,"ICD-10 code 'I069' refers to 'Rheumatic aortic valve disease, unspecified'. The ICD-9 code '3959' includes 'unspecified'. However, the ICD-9 code also includes 'Other', suggesting potentially more specific conditions than 'unspecified'. Therefore, I068 is a better match than I069."
1089,1089.0,3970,I078,1,"This code represents 'Other rheumatic tricuspid valve diseases'. While the ICD-9 code '3970' is general ('Diseases of tricuspid valve'), the ICD-10 candidates all specify 'rheumatic' etiology. I078 is the most general of the rheumatic options, aligning best with the lack of specific etiology in the ICD-9 code compared to insufficiency or stenosis/insufficiency."
1090,1090.0,3970,I071,2,"This code represents 'Rheumatic tricuspid insufficiency'. It specifies a specific type of tricuspid valve disease (insufficiency) and a specific etiology (rheumatic). The ICD-9 code is more general, but this is a plausible specific condition encompassed by 'Diseases of tricuspid valve'."
1091,1091.0,3970,I072,3,This code represents 'Rheumatic tricuspid stenosis and insufficiency'. It specifies two types of tricuspid valve disease (stenosis and insufficiency) and a specific etiology (rheumatic). This is the most specific of the candidates and least likely to be a direct match for the general ICD-9 code.
1092,1092.0,4019,I10,1,Directly corresponds to the ICD-9 description 'Unspecified essential hypertension'. 'Essential (primary) hypertension' is the standard ICD-10 term for this condition.
1093,1093.0,4019,I169,2,"Represents a hypertensive crisis, which is a severe complication of hypertension, but not the underlying condition itself. It is less specific than I10 for the general diagnosis of essential hypertension."
1094,1094.0,41090,I219,1,This code directly translates the core meaning of 'Acute myocardial infarction of unspecified site'. It captures both the acute nature and the lack of specified location.
1095,1095.0,41090,I213,2,"This code specifies a type of acute myocardial infarction (STEMI) and location (unspecified site). While more specific than I219, it is a plausible subtype of the ICD-9 code, but the ICD-9 code doesn't specify STEMI."
1096,1096.0,41090,I21A9,3,"This code represents 'Other myocardial infarction type'. While the ICD-9 code doesn't specify the type, this code is less specific than 'unspecified' (I219) and doesn't directly map to the acute presentation implied by the ICD-9 code."
1097,1097.0,41090,I21A1,4,"This code represents 'Myocardial infarction type 2', which typically refers to demand ischemia. The ICD-9 code specifies 'Acute myocardial infarction', which usually implies type 1 (plaque rupture). Therefore, this is a less likely match."
1098,1098.0,41091,I219,1,This code directly translates the 'Acute myocardial infarction of unspecified site' portion of the ICD-9 description. The 'initial episode of care' is implied by the acute nature in ICD-10.
1099,1099.0,41091,I213,2,"This code specifies a type of acute myocardial infarction (STEMI), which is a subtype of the general acute MI described in the ICD-9 code. While more specific, it's a plausible representation if the underlying STEMI is known."
1100,1100.0,41091,I21A9,3,"This code represents 'Other myocardial infarction type'. It is less specific than I219 and I213, but it still captures the 'myocardial infarction' aspect. It's a fallback if the specific type isn't STEMI or type 2."
1101,1101.0,41091,I21A1,4,"This code represents 'Myocardial infarction type 2', which is related to supply/demand mismatch, distinct from the typical acute MI (type 1) implied by the ICD-9 description. It's the least likely match based purely on the text."
1102,1102.0,41092,I219,1,"This code directly corresponds to 'Acute myocardial infarction, unspecified', capturing the core meaning of the ICD-9 code 'Acute myocardial infarction of unspecified site' without the temporal detail of 'subsequent episode of care', which is often handled by sequencing or encounter type codes in ICD-10."
1103,1103.0,41092,I213,2,"This code specifies STEMI, which is a specific type of acute myocardial infarction. While the ICD-9 code doesn't specify the type, this is a plausible type of acute MI. However, it's less general than I219."
1104,1104.0,41092,I21A9,3,"This code represents 'Other myocardial infarction type'. It is less specific than I219 or I213, and 'other' implies types not covered elsewhere, making it a less direct match for the unspecified nature of the ICD-9 code."
1105,1105.0,41092,I21A1,4,"This code represents 'Myocardial infarction type 2', which refers to MI secondary to ischemia due to imbalance between oxygen supply and demand, not typically due to coronary thrombosis. This is a specific etiology not implied by the general ICD-9 code."
1106,1106.0,4139,I208,1,Direct semantic match for 'Other angina pectoris'. 'Other forms' accurately reflects the ICD-9 'Other' category.
1107,1107.0,4139,I209,2,Direct semantic match for 'unspecified angina pectoris'. 'Unspecified' accurately reflects the ICD-9 'unspecified' category.
1108,1108.0,4148,I2589,1,Directly corresponds to the ICD-9 description 'Other specified forms of chronic ischemic heart disease'. It captures the 'chronic ischemic heart disease' and the 'other specified forms' aspect.
1109,1109.0,4148,I259,2,"Represents 'Chronic ischemic heart disease, unspecified'. While less specific than I2589, it still captures the core concept of 'chronic ischemic heart disease' from the ICD-9 code, differing only in the level of specificity regarding the 'other specified forms'."
1110,1110.0,4148,I255,3,"Represents 'Ischemic cardiomyopathy'. This is a specific consequence or type of ischemic heart disease, but it doesn't directly map to the broader 'Other specified forms' category in the ICD-9 code. It's a possible manifestation but not a direct synonym for the ICD-9 description."
1111,1111.0,4168,I2789,1,"This code represents 'Other specified pulmonary heart diseases', which is the closest semantic match to the ICD-9 code 'Other chronic pulmonary heart diseases'. It directly addresses the 'other' and 'pulmonary heart disease' aspects, though lacking the 'chronic' specifier explicitly."
1112,1112.0,4168,I2729,2,"This code represents 'Other secondary pulmonary hypertension'. While 'pulmonary heart disease' often involves pulmonary hypertension, this code focuses specifically on the hypertension and its secondary causes, which might be implied by 'other' in the ICD-9 code, but it's less direct than I2789."
1113,1113.0,4168,I2720,3,"This code represents 'Pulmonary hypertension, unspecified'. Pulmonary heart disease is strongly associated with pulmonary hypertension, but this code lacks specificity regarding the cause or type, making it a less precise match for 'Other chronic pulmonary heart diseases'."
1114,1114.0,4168,I2721,4,"This code represents 'Secondary pulmonary arterial hypertension'. It specifies a type of pulmonary hypertension and its secondary nature, which is a possible subset of the ICD-9 code, but it's too specific and doesn't capture the broader 'other' category."
1115,1115.0,4168,I2722,5,"This code represents 'Pulmonary hypertension due to left heart disease'. This is a specific cause of pulmonary hypertension and thus pulmonary heart disease, but it doesn't align well with the 'other' unspecified nature of the ICD-9 code."
1116,1116.0,4168,I2723,6,"This code represents 'Pulmonary hypertension due to lung diseases and hypoxia'. Similar to I2722, this is a specific cause and doesn't fit the general 'other' category of the ICD-9 code."
1117,1117.0,4168,I2724,7,This code represents 'Chronic thromboembolic pulmonary hypertension'. This is a very specific diagnosis and is unlikely to be the intended meaning of the broad 'Other chronic pulmonary heart diseases' ICD-9 code.
1118,1118.0,4169,I2781,1,Cor pulmonale is the modern term for chronic pulmonary heart disease. The 'chronic' specifier aligns with the ICD-9 description. This is a direct semantic equivalent.
1119,1119.0,4169,I279,2,"This code explicitly translates 'pulmonary heart disease, unspecified', matching the ICD-9 description directly. However, 'Cor pulmonale' (I2781) is the more precise and current terminology for the chronic form specified in ICD-9."
1120,1120.0,42291,I401,1,"The ICD-9 code '42291' specifies 'Idiopathic myocarditis', meaning the cause is unknown. 'Isolated myocarditis' (I401) is the closest ICD-10 equivalent, as it represents myocarditis without a specified infectious cause, which aligns with the 'idiopathic' nature."
1121,1121.0,42291,I400,2,"The ICD-9 code '42291' specifies 'Idiopathic myocarditis', meaning the cause is unknown. 'Infective myocarditis' (I400) specifies an infectious cause, which contradicts the 'idiopathic' nature of the ICD-9 code."
1122,1122.0,4240,I348,1,"This code represents 'Other nonrheumatic mitral valve disorders', which is a broader category that encompasses various mitral valve disorders, including insufficiency, stenosis, or other unspecified issues, aligning well with the general 'Mitral valve disorders' description from ICD-9. It is a more direct semantic match than I340."
1123,1123.0,4240,I340,2,"This code specifies 'Nonrheumatic mitral (valve) insufficiency'. While insufficiency is a type of mitral valve disorder, the ICD-9 code is general ('disorders') and does not specify insufficiency. Therefore, I340 is less comprehensive than I348 but still a plausible specific type of mitral valve disorder."
1124,1124.0,4241,I358,1,"This code represents 'Other nonrheumatic aortic valve disorders', which is the closest semantic match to the general term 'Aortic valve disorders' (ICD-9 4241) without specifying the exact type of disorder."
1125,1125.0,4241,I359,2,"This code represents 'Nonrheumatic aortic valve disorder, unspecified', which is also a close match but implies a nonrheumatic etiology, which is not specified in the ICD-9 code."
1126,1126.0,4241,I350,3,"This code specifies 'Nonrheumatic aortic (valve) stenosis', which is a specific type of aortic valve disorder but not the general term."
1127,1127.0,4241,I351,4,"This code specifies 'Nonrheumatic aortic (valve) insufficiency', which is a specific type of aortic valve disorder but not the general term."
1128,1128.0,4241,I352,5,"This code specifies 'Nonrheumatic aortic (valve) stenosis with insufficiency', which is a specific combination of aortic valve disorders but not the general term."
